timestamp,X,Y,Z
42560,-3.932926829268293,-1.5853658536585367,3.536585365853659
33600,-4.115853658536586,-1.9207317073170733,3.810975609756098
33640,-4.237804878048781,-2.378048780487805,4.085365853658537
33680,-4.2682926829268295,-3.1097560975609757,4.573170731707317
33720,-4.146341463414634,-3.2926829268292686,4.664634146341464
33760,-3.963414634146342,-3.26219512195122,4.695121951219512
33800,-3.780487804878049,-3.048780487804878,4.359756097560976
33840,-3.3841463414634148,-2.378048780487805,4.146341463414634
33880,-3.26219512195122,-2.1341463414634148,3.932926829268293
33920,-3.3231707317073176,-1.8902439024390245,3.5670731707317076
33960,-3.5670731707317076,-1.5853658536585367,2.5
34000,-3.780487804878049,-1.402439024390244,1.829268292682927
34040,-4.085365853658537,-1.1890243902439026,1.0670731707317074
34080,-4.390243902439025,-0.4573170731707317,-0.39634146341463417
34120,-4.847560975609756,0.0,-0.853658536585366
34160,-5.0304878048780495,0.5182926829268293,-1.128048780487805
34200,-5.274390243902439,1.6158536585365855,-0.9146341463414634
34240,-5.3048780487804885,2.1341463414634148,-0.5182926829268293
34280,-5.274390243902439,2.5914634146341466,0.0
34320,-4.939024390243903,3.231707317073171,0.9146341463414634
34360,-4.817073170731708,3.353658536585366,1.1890243902439026
34400,-4.725609756097561,3.4756097560975614,1.2195121951219514
34440,-4.725609756097561,3.5670731707317076,0.7621951219512195
34480,-4.847560975609756,3.5670731707317076,0.3658536585365854
34520,-5.0304878048780495,3.536585365853659,-0.09146341463414635
34560,-5.274390243902439,3.4756097560975614,-0.5182926829268293
34600,-5.914634146341464,3.2926829268292686,-1.1585365853658538
34640,-6.341463414634147,3.1707317073170733,-1.3109756097560976
34680,-6.829268292682928,2.987804878048781,-1.3414634146341464
34720,-7.25609756097561,2.7439024390243905,-1.3414634146341464
34760,-7.987804878048781,2.1951219512195124,-1.2195121951219514
34800,-8.292682926829269,1.8902439024390245,-1.0975609756097562
34840,-8.506097560975611,1.524390243902439,-0.9146341463414634
34880,-8.719512195121952,1.2195121951219514,-0.701219512195122
34920,-9.05487804878049,0.7317073170731708,-0.06097560975609757
34960,-9.176829268292684,0.5792682926829269,0.3353658536585366
35000,-9.176829268292684,0.4573170731707317,0.7926829268292683
35040,-8.963414634146343,0.3658536585365854,1.707317073170732
35080,-8.810975609756099,0.3658536585365854,2.103658536585366
35120,-8.597560975609756,0.3353658536585366,2.4695121951219514
35160,-8.109756097560977,0.426829268292683,2.987804878048781
35200,-7.987804878048781,0.6402439024390244,3.1097560975609757
35240,-7.957317073170732,0.8841463414634148,3.2012195121951224
35280,-7.957317073170732,1.3109756097560976,3.3231707317073176
35320,-7.926829268292684,1.4329268292682928,3.414634146341464
35360,-7.835365853658537,1.4634146341463417,3.4756097560975614
35400,-7.77439024390244,1.3414634146341464,3.5975609756097566
35440,-7.469512195121952,1.2195121951219514,3.658536585365854
35480,-7.25609756097561,0.9756097560975611,3.7195121951219514
35520,-7.01219512195122,0.7317073170731708,3.8414634146341466
35560,-6.585365853658537,0.1829268292682927,4.115853658536586
35600,-6.432926829268293,-0.09146341463414635,4.329268292682928
35640,-6.341463414634147,-0.27439024390243905,4.5426829268292686
35680,-6.2804878048780495,-0.39634146341463417,4.725609756097561
35720,-6.128048780487806,-0.5182926829268293,4.878048780487806
35760,-6.036585365853659,-0.5182926829268293,4.969512195121951
35800,-5.945121951219512,-0.4573170731707317,5.060975609756098
35840,-5.853658536585367,-0.3658536585365854,5.060975609756098
35880,-5.640243902439025,-0.030487804878048783,5.0
35920,-5.5182926829268295,0.12195121951219513,4.908536585365854
35960,-5.3048780487804885,0.2134146341463415,4.847560975609756
36000,-4.908536585365854,0.3658536585365854,4.817073170731708
36040,-4.725609756097561,0.48780487804878053,4.847560975609756
36080,-4.664634146341464,0.5792682926829269,4.817073170731708
36120,-4.847560975609756,0.48780487804878053,4.817073170731708
36160,-5.060975609756098,-0.09146341463414635,4.573170731707317
36200,-5.2439024390243905,-0.5182926829268293,4.451219512195122
36240,-5.487804878048781,-0.9756097560975611,4.237804878048781
36280,-5.7926829268292686,-1.3719512195121952,3.963414634146342
36320,-6.707317073170732,-2.4695121951219514,3.780487804878049
36360,-7.25609756097561,-3.079268292682927,3.658536585365854
36400,-7.682926829268293,-3.780487804878049,3.628048780487805
36440,-8.170731707317074,-4.481707317073171,3.50609756097561
36480,-8.963414634146343,-5.640243902439025,3.353658536585366
36520,-9.207317073170733,-6.189024390243903,3.2012195121951224
36560,-9.237804878048781,-6.646341463414635,2.987804878048781
36600,-9.115853658536587,-7.317073170731708,2.347560975609756
36640,-8.810975609756099,-7.621951219512196,2.0121951219512195
36680,-8.567073170731708,-7.682926829268293,1.5853658536585367
36720,-8.323170731707318,-7.5304878048780495,1.0975609756097562
36760,-7.896341463414635,-6.737804878048781,0.2134146341463415
36800,-7.621951219512196,-6.189024390243903,-0.12195121951219513
36840,-7.25609756097561,-5.548780487804878,-0.426829268292683
36880,-6.859756097560976,-4.908536585365854,-0.6402439024390244
36920,-5.945121951219512,-3.658536585365854,-0.701219512195122
36960,-5.426829268292684,-3.048780487804878,-0.7317073170731708
37000,-4.329268292682928,-1.981707317073171,-0.701219512195122
37040,-3.8719512195121957,-1.6463414634146343,-0.6707317073170732
37080,-3.4756097560975614,-1.3109756097560976,-0.6097560975609757
37120,-2.8353658536585367,-0.6402439024390244,-0.853658536585366
37160,-2.530487804878049,-0.3658536585365854,-1.0060975609756098
37200,-2.25609756097561,-0.15243902439024393,-1.2804878048780488
37240,-1.7682926829268295,0.030487804878048783,-1.3719512195121952
37280,-1.5853658536585367,0.06097560975609757,-1.402439024390244
37320,-1.4329268292682928,0.06097560975609757,-1.4634146341463417
37360,-1.3719512195121952,-0.09146341463414635,-1.3414634146341464
37400,-1.3109756097560976,-0.1829268292682927,-1.1890243902439026
37440,-1.3414634146341464,-0.30487804878048785,-1.0670731707317074
37480,-1.402439024390244,-0.426829268292683,-0.9146341463414634
37520,-1.6463414634146343,-0.6097560975609757,-0.6707317073170732
37560,-1.7987804878048783,-0.6707317073170732,-0.5792682926829269
37600,-1.9512195121951221,-0.701219512195122,-0.5487804878048781
37640,-2.25609756097561,-0.7317073170731708,-0.5182926829268293
37680,-2.378048780487805,-0.7317073170731708,-0.48780487804878053
37720,-2.5,-0.7317073170731708,-0.4573170731707317
37760,-2.6219512195121952,-0.7317073170731708,-0.27439024390243905
37800,-2.8658536585365857,-0.7621951219512195,-0.09146341463414635
37840,-2.9268292682926833,-0.7621951219512195,0.1829268292682927
37880,-2.9268292682926833,-0.7317073170731708,0.4573170731707317
37920,-2.8963414634146343,-0.6097560975609757,0.8841463414634148
37960,-2.804878048780488,-0.5487804878048781,1.0670731707317074
38000,-2.774390243902439,-0.4573170731707317,1.2195121951219514
38040,-2.682926829268293,-0.3658536585365854,1.25
38080,-2.5609756097560976,-0.2134146341463415,1.2195121951219514
38120,-2.5,-0.15243902439024393,1.1890243902439026
38160,-2.5,-0.12195121951219513,1.2195121951219514
38200,-2.439024390243903,-0.12195121951219513,1.2804878048780488
38240,-2.378048780487805,-0.1829268292682927,1.524390243902439
38280,-2.3170731707317076,-0.2134146341463415,1.707317073170732
38320,-2.25609756097561,-0.2134146341463415,1.8902439024390245
38360,-2.103658536585366,-0.30487804878048785,2.3170731707317076
38400,-2.0121951219512195,-0.3658536585365854,2.5
38440,-1.9207317073170733,-0.426829268292683,2.5914634146341466
38480,-1.8597560975609757,-0.6402439024390244,2.439024390243903
38520,-1.8902439024390245,-0.7621951219512195,2.3170731707317076
38560,-1.9512195121951221,-0.9146341463414634,2.1341463414634148
38600,-2.0121951219512195,-1.3109756097560976,1.8902439024390245
38640,-2.347560975609756,-1.524390243902439,1.829268292682927
38680,-2.6524390243902443,-1.676829268292683,1.8597560975609757
38720,-2.957317073170732,-1.7987804878048783,1.8902439024390245
38760,-3.5975609756097566,-2.0121951219512195,2.0121951219512195
38800,-3.9939024390243905,-2.073170731707317,2.0426829268292686
38840,-4.329268292682928,-2.103658536585366,2.0426829268292686
38880,-4.969512195121951,-2.347560975609756,2.1341463414634148
38920,-5.274390243902439,-2.5,2.164634146341464
38960,-5.5182926829268295,-2.6219512195121952,2.164634146341464
39000,-5.853658536585367,-2.8963414634146343,2.1341463414634148
39040,-5.914634146341464,-3.1097560975609757,2.1341463414634148
39080,-5.914634146341464,-3.3231707317073176,2.1341463414634148
39120,-5.884146341463415,-3.4756097560975614,2.103658536585366
39160,-5.670731707317073,-3.658536585365854,2.0121951219512195
39200,-5.487804878048781,-3.689024390243903,1.9512195121951221
39240,-5.2439024390243905,-3.658536585365854,1.829268292682927
39280,-4.573170731707317,-3.2926829268292686,1.4939024390243905
39320,-4.237804878048781,-3.0182926829268295,1.3109756097560976
39360,-3.963414634146342,-2.6524390243902443,1.0975609756097562
39400,-3.7500000000000004,-2.25609756097561,0.8841463414634148
39440,-3.3841463414634148,-1.5548780487804879,0.5182926829268293
39480,-3.1707317073170733,-1.25,0.3658536585365854
39520,-2.957317073170732,-0.9451219512195123,0.3353658536585366
39560,-2.804878048780488,-0.701219512195122,0.30487804878048785
39600,-2.5914634146341466,-0.2134146341463415,0.4573170731707317
39640,-2.5,0.030487804878048783,0.6097560975609757
39680,-2.378048780487805,0.2134146341463415,0.7621951219512195
39720,-1.9512195121951221,0.5182926829268293,1.0975609756097562
39760,-1.6463414634146343,0.6707317073170732,1.2195121951219514
39800,-1.2804878048780488,0.7926829268292683,1.3109756097560976
39840,-0.9451219512195123,0.9146341463414634,1.402439024390244
39880,-0.39634146341463417,1.0975609756097562,1.4329268292682928
39920,-0.2134146341463415,1.1585365853658538,1.524390243902439
39960,-0.06097560975609757,1.1890243902439026,1.6158536585365855
40000,-0.030487804878048783,1.2804878048780488,1.7682926829268295
40040,0.030487804878048783,1.402439024390244,1.829268292682927
40080,0.030487804878048783,1.4939024390243905,1.7987804878048783
40120,0.030487804878048783,1.4329268292682928,1.5853658536585367
40160,0.3658536585365854,1.3719512195121952,1.3109756097560976
40200,0.48780487804878053,1.3414634146341464,0.8841463414634148
